cell,card,completed_supervised,completed_sft,family,n,score,evaluation_scope,final_judge_score,path
c01r06,FINAL,4,2,official_final,1319,0.8081880212282032,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r06_formal_r1/gsm8k_google_gemma-3-4b-pt_90569/metrics.json
c01r07,exp-01,0,0,other,150,0.07333,declared_official,False,/home/ben/task/eval/base_dev150.json
c01r07,exp-02,1,1,sft,150,0.65333,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
c01r07,exp-03,2,2,sft,150,0.72667,declared_official,False,/home/ben/task/eval/exp-03_dev150.json
c01r07,exp-04,3,2,rft,150,0.68,declared_official,False,/home/ben/task/eval/exp-04_dev150.json
c01r07,exp-05,3,2,other,500,0.728,declared_official,False,/home/ben/task/eval/exp-03_dev500.json
c01r07,exp-05,3,2,other,500,0.726,declared_official,False,/home/ben/task/eval/exp-04_dev500.json
c01r07,FINAL,3,2,official_final,1319,0.6808188021228203,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r07_formal_r1/gsm8k_google_gemma-3-4b-pt_90570/metrics.json
c01r08,exp-01,0,0,other,150,0.05333,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
c01r08,exp-02,1,1,sft,150,0.69333,declared_official,False,/home/ben/task/eval/exp-02_final_dev150.json
c01r08,exp-02,1,1,sft,150,0.59333,declared_official,False,/home/ben/task/eval/exp-02_step284_dev150.json
c01r08,exp-03,2,2,sft,150,0.68667,declared_official,False,/home/ben/task/eval/exp-03_final_dev150.json
c01r08,exp-04,2,2,decode-config,150,0.76,declared_official,False,/home/ben/task/eval/exp-04_greedy_dev150.json
c01r08,exp-04,2,2,decode-config,150,0.74,declared_official,False,/home/ben/task/eval/exp-04_exp03greedy_dev150.json
c01r08,exp-05,3,2,rft,150,0.76667,declared_official,False,/home/ben/task/eval/exp-05_greedy_dev150.json
c01r08,exp-06,3,2,merge,500,0.776,declared_official,False,/home/ben/task/eval/exp-06_soup235_dev500.json
c01r08,exp-06,3,2,merge,500,0.768,declared_official,False,/home/ben/task/eval/exp-06_exp02_dev500.json
c01r08,exp-06,3,2,merge,500,0.76,declared_official,False,/home/ben/task/eval/exp-06_exp03_dev500.json
c01r08,exp-06,3,2,merge,500,0.752,declared_official,False,/home/ben/task/eval/exp-06_exp05_dev500.json
c01r08,exp-07,3,2,merge,500,0.786,declared_official,False,/home/ben/task/eval/exp-07_soup23_dev500.json
c01r08,exp-07,3,2,merge,500,0.784,declared_official,False,/home/ben/task/eval/exp-07_soup35_dev500.json
c01r08,exp-07,3,2,merge,500,0.77,declared_official,False,/home/ben/task/eval/exp-07_soupw211_dev500.json
c01r08,exp-07,3,2,merge,500,0.748,declared_official,False,/home/ben/task/eval/exp-07_soup25_dev500.json
c01r08,exp-08,3,2,merge,1319,0.77082,declared_official,False,/home/ben/task/eval/exp-08_soup23_full1319.json
c01r08,exp-08,3,2,merge,1319,0.77051,declared_official,False,/home/ben/task/eval/exp-08_soupw121_full1319.json
c01r08,exp-08,3,2,merge,1319,0.77028,declared_official,False,/home/ben/task/eval/exp-08_soup35_full1319.json
c01r08,exp-08,3,2,merge,1319,0.76801,declared_official,False,/home/ben/task/eval/exp-08_soup235_full1319.json
c01r08,exp-08,3,2,merge,1319,0.76952,declared_official,False,/home/ben/task/eval/final_model_full1319_v2.json
c01r08,FINAL,3,2,official_final,1319,0.7695223654283548,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-ctl-x8-v1_c01r08_formal_r1/gsm8k_google_gemma-3-4b-pt_90571/metrics.json
w02r01,exp-01,0,0,other,150,0.0533,declared_official,False,/home/ben/task/eval/base_dev150.json
w02r01,exp-02,1,1,sft,150,0.64,declared_official,False,/home/ben/task/eval/exp02_ep1_dev150.json
w02r01,exp-02,1,1,sft,150,0.6333,declared_official,False,/home/ben/task/eval/exp02_ep2_dev150.json
w02r01,exp-03,1,1,decode-config,150,0.72,declared_official,False,/home/ben/task/eval/exp03_ep2_greedy_dev150.json
w02r01,exp-03,1,1,decode-config,150,0.72,declared_official,False,/home/ben/task/eval/exp03_ep1_greedy_dev150.json
w02r01,exp-04,2,1,rft,150,0.7733,declared_official,False,/home/ben/task/eval/exp04_greedy_dev150.json
w02r01,exp-05,3,1,rft,150,0.7667,declared_official,False,/home/ben/task/eval/exp05_greedy_dev150.json
w02r01,exp-06,3,1,other,500,0.74,declared_official,False,/home/ben/task/eval/exp-04_greedy_dev500.json
w02r01,exp-06,3,1,other,500,0.732,declared_official,False,/home/ben/task/eval/exp-05_greedy_dev500.json
w02r01,exp-07,3,1,merge,500,0.736,declared_official,False,/home/ben/task/eval/exp07_soup_dev500.json
w02r01,exp-08,3,1,other,1319,0.7346,declared_official,False,/home/ben/task/eval/final_model_full.json
w02r01,exp-08,3,1,other,1319,0.7354,declared_official,False,/home/ben/task/eval/exp07_soup_full.json
w02r01,FINAL,3,1,official_final,1319,0.7308567096285065,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r01_formal_r2/gsm8k_google_gemma-3-4b-pt_90606/metrics.json
w02r02,exp-01,0,0,other,200,0.04,declared_official,False,/home/ben/task/eval/base_dev200.json
w02r02,exp-02,1,1,sft,200,0.68,declared_official,False,/home/ben/task/eval/exp02_final_dev200.json
w02r02,exp-03,1,1,decode-config,200,0.74,declared_official,False,/home/ben/task/eval/exp03_greedy_dev200.json
w02r02,exp-04,1,1,other,200,0.725,declared_official,False,/home/ben/task/eval/exp04_ep1_dev200.json
w02r02,exp-05,2,1,rft,200,0.725,declared_official,False,/home/ben/task/eval/exp05_dev200.json
w02r02,exp-06,2,1,other,500,0.722,declared_official,False,/home/ben/task/eval/exp06_a_sft_dev500.json
w02r02,exp-06,2,1,other,500,0.738,declared_official,False,/home/ben/task/eval/exp06_b_rft_dev500.json
w02r02,exp-07,2,1,merge,500,0.738,declared_official,False,/home/ben/task/eval/exp07_soup_dev500.json
w02r02,FINAL,2,1,official_final,1319,0.7210007581501138,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r02_formal_r2/gsm8k_google_gemma-3-4b-pt_90607/metrics.json
w02r03,exp-01,0,0,other,150,0.08,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w02r03,exp-02,1,1,sft,150,0.5933,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
w02r03,exp-03,1,1,decode-config,150,0.6533,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
w02r03,exp-04,2,1,rft,150,0.7067,declared_official,False,/home/ben/task/eval/exp-04_greedy_dev150.json
w02r03,exp-05,3,1,rft,150,0.7,declared_official,False,/home/ben/task/eval/exp-05_greedy_dev150.json
w02r03,exp-06,3,1,merge,150,0.7,declared_official,False,/home/ben/task/eval/exp-06_greedy_dev150.json
w02r03,exp-07,3,1,other,500,0.71,declared_official,False,/home/ben/task/eval/exp-07_exp04_dev500.json
w02r03,exp-07,3,1,other,500,0.696,declared_official,False,/home/ben/task/eval/exp-07_exp06_dev500.json
w02r03,FINAL,3,1,official_final,1319,0.6808188021228203,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r03_formal_r2/gsm8k_google_gemma-3-4b-pt_90608/metrics.json
w02r04,exp-01,0,0,other,150,0.0667,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w02r04,exp-02,1,1,sft,150,0.6,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
w02r04,exp-03,1,1,decode-config,150,0.68,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
w02r04,exp-04,2,2,sft,150,0.68,declared_official,False,/home/ben/task/eval/exp-04_dev150.json
w02r04,exp-05,3,2,rft,150,0.68,declared_official,False,/home/ben/task/eval/exp-05_dev150.json
w02r04,exp-06,3,2,other,500,0.686,declared_official,False,/home/ben/task/eval/exp-06_exp-05_final_dev500.json
w02r04,exp-06,3,2,other,500,0.666,declared_official,False,/home/ben/task/eval/exp-06_exp-04_final_dev500.json
w02r04,exp-06,3,2,other,500,0.622,declared_official,False,/home/ben/task/eval/exp-06_exp-02_final_greedy_dev500.json
w02r04,exp-07,3,2,merge,500,0.666,declared_official,False,/home/ben/task/eval/exp-07_soup_dev500.json
w02r04,exp-08,3,2,other,500,0.696,declared_official,False,/home/ben/task/eval/exp-08_ckpt600_dev500.json
w02r04,FINAL,3,2,official_final,1319,0.6611068991660348,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r04_formal_r2/gsm8k_google_gemma-3-4b-pt_90609/metrics.json
w02r05,exp-01,0,0,other,150,0.03333,declared_official,False,/home/ben/task/eval/base_dev150.json
w02r05,exp-02,1,1,sft,150,0.64667,declared_official,False,/home/ben/task/eval/exp-02_final_dev150.json
w02r05,exp-02,1,1,sft,150,0.56,declared_official,False,/home/ben/task/eval/exp-02_ep1_dev150.json
w02r05,exp-03,1,1,decode-config,150,0.69333,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
w02r05,exp-05,2,1,rft,150,0.65333,declared_official,False,/home/ben/task/eval/exp-05_greedy_dev150.json
w02r05,exp-06,3,1,rft,150,0.72,declared_official,False,/home/ben/task/eval/exp-06_final_dev150.json
w02r05,exp-06,3,1,rft,150,0.73333,declared_official,False,/home/ben/task/eval/exp-06_checkpoint-3900_dev150.json
w02r05,exp-07,3,1,merge,1319,0.73313,declared_official,False,/home/ben/task/eval/exp-07_soupd_full.json
w02r05,exp-07,3,1,merge,1319,0.721,declared_official,False,/home/ben/task/eval/exp-07_soupa_full.json
w02r05,exp-07,3,1,merge,1319,0.721,declared_official,False,/home/ben/task/eval/exp-07_soupb_full.json
w02r05,exp-07,3,1,merge,1319,0.71948,declared_official,False,/home/ben/task/eval/exp-07_soupc_full.json
w02r05,exp-07,3,1,merge,1319,0.71721,declared_official,False,/home/ben/task/eval/exp-07_e02final_full.json
w02r05,exp-07,3,1,merge,1319,0.71645,declared_official,False,/home/ben/task/eval/exp-07_e06final_full.json
w02r05,exp-07,3,1,merge,1319,0.71418,declared_official,False,/home/ben/task/eval/exp-07_c3900_full.json
w02r05,exp-07,3,1,merge,1319,0.73086,declared_official,False,/home/ben/task/eval/final_model_full.json
w02r05,exp-08,3,1,decode-config,1319,0.721,declared_official,False,/home/ben/task/eval/exp-08_reppen_full.json
w02r05,exp-09,3,1,merge,1319,0.73161,declared_official,False,/home/ben/task/eval/exp-09_soupe_full.json
w02r05,FINAL,3,1,official_final,1319,0.7285822592873389,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v2_w02r05_formal_r2/gsm8k_google_gemma-3-4b-pt_90610/metrics.json
w04r01,exp-01,0,0,other,150,0.0867,declared_official,False,/home/ben/task/eval/base_dev150.json
w04r01,exp-02,1,1,sft,150,0.02,declared_official,False,/home/ben/task/eval/exp02_final_dev150.json
w04r01,exp-02,1,1,sft,150,0.02,declared_official,False,/home/ben/task/eval/exp02_ep1_dev150.json
w04r01,exp-03,2,2,sft,150,0.62,declared_official,False,/home/ben/task/eval/exp03_dev150.json
w04r01,exp-04,2,2,decode-config,150,0.68,declared_official,False,/home/ben/task/eval/exp04_greedy_dev150.json
w04r01,exp-05,3,2,rft,150,0.6733,declared_official,False,/home/ben/task/eval/exp05_greedy_dev150.json
w04r01,exp-06,3,2,other,1319,0.6664,declared_official,False,/home/ben/task/eval/exp04_greedy_full.json
w04r01,exp-06,3,2,other,1319,0.6543,declared_official,False,/home/ben/task/eval/exp05_greedy_full.json
w04r01,exp-07,3,2,merge,1319,0.6664,declared_official,False,/home/ben/task/eval/exp07_soup_full.json
w04r01,FINAL,3,2,official_final,1319,0.6679302501895376,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r01_formal_r4/gsm8k_google_gemma-3-4b-pt_90676/metrics.json
w04r02,exp-01,0,0,other,150,0.0533,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w04r02,exp-02,1,1,sft,150,0.6133,declared_official,False,/home/ben/task/eval/exp-02_final_samp.json
w04r02,exp-02,1,1,sft,150,0.7267,declared_official,False,/home/ben/task/eval/exp-02_final_greedy.json
w04r02,exp-03,1,1,decode-config,150,0.7267,declared_official,False,/home/ben/task/eval/exp-02_final_greedy.json
w04r02,exp-03,1,1,decode-config,150,0.7133,declared_official,False,/home/ben/task/eval/exp-02_ck900_greedy.json
w04r02,exp-03,1,1,decode-config,150,0.7067,declared_official,False,/home/ben/task/eval/exp-02_ck600_greedy.json
w04r02,exp-03,1,1,decode-config,150,0.6867,declared_official,False,/home/ben/task/eval/exp-02_ck300_greedy.json
w04r02,exp-04,2,2,sft,150,0.74,declared_official,False,/home/ben/task/eval/exp-04_final_greedy.json
w04r02,exp-04,2,2,sft,150,0.7267,declared_official,False,/home/ben/task/eval/exp-04_ck1200_greedy.json
w04r02,exp-04,2,2,sft,150,0.7267,declared_official,False,/home/ben/task/eval/exp-04_ck800_greedy.json
w04r02,exp-05,2,2,merge,150,0.7067,declared_official,False,/home/ben/task/eval/exp-05_soup_last3.json
w04r02,exp-05,2,2,merge,150,0.72,declared_official,False,/home/ben/task/eval/exp-05_soup_all4.json
w04r02,exp-06,3,2,rft,150,0.7533,declared_official,False,/home/ben/task/eval/exp-06_final_greedy.json
w04r02,exp-06,3,2,rft,150,0.74,declared_official,False,/home/ben/task/eval/exp-06_ck250_greedy.json
w04r02,exp-07,3,2,other,1319,0.768,declared_official,False,/home/ben/task/eval/full_exp-04.json
w04r02,exp-07,3,2,other,1319,0.7657,declared_official,False,/home/ben/task/eval/full_exp-06.json
w04r02,exp-07,3,2,other,1319,0.7142,declared_official,False,/home/ben/task/eval/full_exp-02.json
w04r02,exp-08,3,2,other,1319,0.7657,declared_official,False,/home/ben/task/eval/full_final_model.json
w04r02,exp-09,4,3,sft,1319,0.7763,declared_official,False,/home/ben/task/eval/full_exp-09.json
w04r02,exp-09,4,3,sft,1319,0.7779,declared_official,False,/home/ben/task/eval/full_final_model_v2.json
w04r02,FINAL,4,3,official_final,1319,0.7725549658832449,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r02_formal_r4/gsm8k_google_gemma-3-4b-pt_90677/metrics.json
w04r03,exp-01,0,0,other,150,0.0533,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w04r03,exp-04,1,1,sft,150,0.8267,declared_official,False,/home/ben/task/eval/exp-04_final_dev150.json
w04r03,exp-04,1,1,sft,150,0.72,declared_official,False,/home/ben/task/eval/exp-04_ck1200_dev150.json
w04r03,exp-05,2,1,rft,500,0.794,declared_official,False,/home/ben/task/eval/exp-05_final_dev500.json
w04r03,exp-05,2,1,rft,500,0.788,declared_official,False,/home/ben/task/eval/exp-05_ck450_dev500.json
w04r03,exp-06,2,1,merge,500,0.782,declared_official,False,/home/ben/task/eval/exp-06_soupac_dev500.json
w04r03,exp-06,2,1,merge,500,0.802,declared_official,False,/home/ben/task/eval/exp-06_soupabc_dev500.json
w04r03,exp-07,3,2,sft,500,0.784,declared_official,False,/home/ben/task/eval/exp-07_final_dev500.json
w04r03,FINAL,3,2,official_final,1319,0.7892342683851402,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r03_formal_r4/gsm8k_google_gemma-3-4b-pt_90678/metrics.json
w04r04,exp-01,0,0,other,150,0.0733,declared_official,False,/home/ben/task/eval/base_dev150.json
w04r04,exp-02,0,0,decode-config,150,0.02,declared_official,False,/home/ben/task/eval/base_greedy_dev150.json
w04r04,exp-03,0,0,decode-config,150,0.0267,declared_official,False,/home/ben/task/eval/base_t0_dev150.json
w04r04,exp-04,1,1,sft,150,0.7067,declared_official,False,/home/ben/task/eval/exp-04_dev150.json
w04r04,exp-05,2,1,rft,150,0.7267,declared_official,False,/home/ben/task/eval/exp-05_dev150.json
w04r04,exp-06,2,1,merge,500,0.728,declared_official,False,/home/ben/task/eval/soup45_dev500.json
w04r04,exp-06,2,1,merge,500,0.744,declared_official,False,/home/ben/task/eval/exp-05_dev500.json
w04r04,exp-06,2,1,merge,500,0.73,declared_official,False,/home/ben/task/eval/exp-04_dev500.json
w04r04,exp-07,3,1,rft,500,0.758,declared_official,False,/home/ben/task/eval/exp-07_dev500.json
w04r04,FINAL,3,1,official_final,1319,0.7429871114480667,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r04_formal_r4/gsm8k_google_gemma-3-4b-pt_90679/metrics.json
w04r05,exp-01,0,0,decode-config,150,0.06,declared_official,False,/home/ben/task/eval/base_dev150.json
w04r05,exp-02,1,1,sft,150,0.5333,declared_official,False,/home/ben/task/eval/exp02_final_dev150.json
w04r05,exp-03,1,1,decode-config,150,0.72,declared_official,False,/home/ben/task/eval/exp03_greedy_dev150.json
w04r05,exp-04,2,1,rft,150,0.68,declared_official,False,/home/ben/task/eval/exp04_final_dev150.json
w04r05,exp-05,2,1,decode-config,500,0.674,declared_official,False,/home/ben/task/eval/exp03_greedy_dev500.json
w04r05,exp-05,2,1,decode-config,500,0.712,declared_official,False,/home/ben/task/eval/exp04_final_dev500.json
w04r05,exp-06,3,1,rft,500,0.718,declared_official,False,/home/ben/task/eval/exp06_final_dev500.json
w04r05,exp-08,3,1,decode-config,500,0.714,declared_official,False,/home/ben/task/eval/final_model_dev500_mc2.json
w04r05,FINAL,3,1,official_final,1319,0.6921910538286581,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-b-x8-v3_w04r05_formal_r4/gsm8k_google_gemma-3-4b-pt_90680/metrics.json
w03r04,exp-01,0,0,other,150,0.0733,declared_official,False,/home/ben/task/eval/base_dev150.json
w03r04,exp-02,1,1,sft,150,0.5667,declared_official,False,/home/ben/task/eval/exp-02_final_dev150.json
w03r04,exp-03,1,1,decode-config,150,0.6867,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
w03r04,exp-04,2,2,sft,150,0.6733,declared_official,False,/home/ben/task/eval/exp-04_greedy_dev150.json
w03r04,exp-05,3,2,rft,150,0.7267,declared_official,False,/home/ben/task/eval/exp-05_greedy_dev150.json
w03r04,exp-05,3,2,rft,150,0.7,declared_official,False,/home/ben/task/eval/exp-05_ckpt500_dev150.json
w03r04,exp-06,3,2,other,500,0.678,declared_official,False,/home/ben/task/eval/exp-05_greedy_dev500.json
w03r04,exp-06,3,2,other,500,0.704,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev500.json
w03r04,exp-07,3,2,merge,500,0.7,declared_official,False,/home/ben/task/eval/exp-07_soup3_dev500.json
w03r04,exp-08,3,2,merge,500,0.708,declared_official,False,/home/ben/task/eval/exp-08_soup2_dev500.json
w03r04,FINAL,3,2,official_final,1319,0.6876421531463229,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-c-x8-v2_w03r04_formal_r3/gsm8k_google_gemma-3-4b-pt_90625/metrics.json
w01r01,exp-01,0,0,other,150,0.0667,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w01r01,exp-02,1,1,sft,150,0.7267,declared_official,False,/home/ben/task/eval/exp-02_final_dev150.json
w01r01,exp-03,1,1,decode-config,150,0.7067,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
w01r01,exp-03,1,1,decode-config,150,0.72,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150_conn4.json
w01r01,exp-04,2,2,sft,150,0.72,declared_official,False,/home/ben/task/eval/exp-04_final_dev150.json
w01r01,exp-04,2,2,sft,1319,0.7043,declared_official,False,/home/ben/task/eval/exp-04_final_full1319.json
w01r01,exp-05,3,3,sft,1319,0.7278,declared_official,False,/home/ben/task/eval/exp-05_final_full1319.json
w01r01,exp-05,3,3,sft,150,0.7067,declared_official,False,/home/ben/task/eval/exp-05_final_dev150.json
w01r01,exp-06,4,4,sft,1319,0.7346,declared_official,False,/home/ben/task/eval/exp-06_final_full1319.json
w01r01,exp-06,4,4,sft,1319,0.7263,declared_official,False,/home/ben/task/eval/final_model_full1319.json
w01r01,exp-07,4,4,decode-config,1319,0.7824,declared_official,False,/home/ben/task/eval/exp-07_greedy_full1319.json
w01r01,exp-07,4,4,decode-config,1319,0.7824,declared_official,False,/home/ben/task/eval/final_model_greedy_full1319.json
w01r01,FINAL,4,4,official_final,1319,0.7854435178165277,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r01_formal_r1/gsm8k_google_gemma-3-4b-pt_90556/metrics.json
w01r02,exp-01,0,0,decode-config,150,0.05333,declared_official,False,/home/ben/task/eval/base_dev150.json
w01r02,exp-02,1,1,sft,150,0.60667,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
w01r02,exp-03,1,1,decode-config,150,0.78667,declared_official,False,/home/ben/task/eval/exp-03_dev150.json
w01r02,exp-04,2,2,sft,150,0.76667,declared_official,False,/home/ben/task/eval/exp-04_dev150.json
w01r02,exp-05,2,2,merge,150,0.74,declared_official,False,/home/ben/task/eval/exp-05_dev150.json
w01r02,exp-06,2,2,other,1319,0.75739,declared_official,False,/home/ben/task/eval/exp-06_exp-04-greedy_full1319.json
w01r02,exp-06,2,2,other,1319,0.74602,declared_official,False,/home/ben/task/eval/exp-06_exp-05-soup_full1319.json
w01r02,exp-06,2,2,other,1319,0.72555,declared_official,False,/home/ben/task/eval/exp-06_exp-02-greedy_full1319.json
w01r02,exp-07,3,2,rft,1319,0.74754,declared_official,False,/home/ben/task/eval/exp-07_full1319.json
w01r02,exp-08,3,2,merge,1319,0.73768,declared_official,False,/home/ben/task/eval/exp-08_full1319.json
w01r02,FINAL,3,2,official_final,1319,0.7520849128127369,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r02_formal_r1/gsm8k_google_gemma-3-4b-pt_90557/metrics.json
w01r03,exp-01,0,0,decode-config,150,0.0733,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w01r03,exp-02,1,1,sft,150,0.4,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
w01r03,exp-03,1,1,decode-config,150,0.4133,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
w01r03,exp-04,2,2,sft,150,0.7,declared_official,False,/home/ben/task/eval/exp-04_dev150.json
w01r03,exp-05,3,3,sft,150,0.7733,declared_official,False,/home/ben/task/eval/exp-05_dev150.json
w01r03,exp-06,3,3,merge,500,0.712,declared_official,False,/home/ben/task/eval/exp-06_soup45_dev500.json
w01r03,exp-06,3,3,merge,500,0.708,declared_official,False,/home/ben/task/eval/exp-06_exp04_dev500.json
w01r03,exp-07,4,4,sft,500,0.736,declared_official,False,/home/ben/task/eval/exp-07_dev500.json
w01r03,FINAL,4,4,official_final,1319,0.7338893100833965,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r03_formal_r1/gsm8k_google_gemma-3-4b-pt_90558/metrics.json
w01r04,exp-01,0,0,other,150,0.0533,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w01r04,exp-02,1,1,sft,150,0.66,declared_official,False,/home/ben/task/eval/exp-02_final_dev150.json
w01r04,exp-02,1,1,sft,150,0.6467,declared_official,False,/home/ben/task/eval/exp-02_ep1_dev150.json
w01r04,exp-03,1,1,decode-config,150,0.72,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
w01r04,exp-04,2,2,sft,150,0.7333,declared_official,False,/home/ben/task/eval/exp-04_dev150.json
w01r04,exp-05,4,2,rft,150,0.74,declared_official,False,/home/ben/task/eval/exp-05_dev150.json
w01r04,exp-06,4,2,other,500,0.766,declared_official,False,/home/ben/task/eval/exp-05_dev500.json
w01r04,exp-06,4,2,other,500,0.748,declared_official,False,/home/ben/task/eval/exp-04_dev500.json
w01r04,FINAL,4,2,official_final,1319,0.7460197119029568,official_final,True,/home/robtang_google_com/gangda_workspace/agentic-world-model/data/ptb/results/claude_vertex_high_awm_claude-opus-5_1m__10h_gangda_wma_evolve_wma-gsm8k-gemma4b-high-r01-wma-x8-v1_w01r04_formal_r1/gsm8k_google_gemma-3-4b-pt_90559/metrics.json
w01r05,exp-01,0,0,other,150,0.0867,declared_official,False,/home/ben/task/eval/exp-01_base_dev150.json
w01r05,exp-02,1,1,sft,150,0.7,declared_official,False,/home/ben/task/eval/exp-02_dev150.json
w01r05,exp-03,1,1,decode-config,150,0.7467,declared_official,False,/home/ben/task/eval/exp-03_greedy_dev150.json
w01r05,exp-04,2,2,sft,150,0.8133,declared_official,False,/home/ben/task/eval/exp-04_greedy_dev150.json
w01r05,exp-05,3,3,sft,150,0.8067,declared_official,False,/home/ben/task/eval/exp-05_greedy_dev150.json
w01r05,exp-05,3,3,sft,500,0.792,declared_official,False,/home/ben/task/eval/exp-05_greedy_dev500.json
w01r05,exp-06,4,3,rft,150,0.8067,declared_official,False,/home/ben/task/eval/exp-06_greedy_dev150.json
w01r05,exp-06,4,3,rft,500,0.796,declared_official,False,/home/ben/task/eval/exp-06_greedy_dev500.json
w01r05,exp-06,4,3,rft,1319,0.7968,declared_official,False,/home/ben/task/eval/exp-06_greedy_full1319.json
